label,text,scenario,tactic_primary,entities,notes
Ham,daren vance the two meters below are new and have unallocatable flow i will need a purchase for each of them please respond with a deal number or further suggestions for resolution so that i can clear this up as soon as possible mary enron on escapenumber escapenumber escapenumber escapenumber escapenumber am katherine benedict ect escapenumber escapenumber escapenumber escapenumber escapenumber pm to mary poorman na enron enron fred boas hou ect ect aimee lannou hou ect ect cc subject meter variances ua escapenumber clean up hi guys please take a look at the following meters which are showing up with variances on my ua escapenumber report once the variance has been cleared please send me an e mail please try to clear these within the next couple of days thanks kathy benedict meter number escapenumber variance escapenumber escapenumber meter type daily swing production month august escapenumber logistics contact none volume mgmt contact anita luong meter number escapenumber variance escapenumber meter type daily swing production month august escapenumber logistics contact none volume mgmt contact anita luong,FINANCE_TRADING,null,0:11:PERSON;226:230:PERSON;276:293:PERSON;343:355:PERSON;378:387:PERSON;407:419:PERSON;732:746:PERSON;921:932:PERSON;1032:1043:PERSON,
Ham,sally let me know how i can help you with this opportunity thanks hector g mcloughlin phr human resources enron net works office escapenumber escapenumber escapenumber cell escapenumber escapenumber escapenumber,HR_RECRUITING,HELPFUL_SERVICE,0:5:PERSON;69:87:PERSON;107:124:ORG,
Ham,thanks for the story have an all day meeting today and my grandparents are going back to maryland i did get a pair of pj ' s for meaghan at gymboree the red ones with the little pique heart design hope you did not get them too bonnie hitschel escapenumber escapenumber escapenumber original message from michelle lokay enron com sent thursday july escapenumber escapenumber escapenumber escapenumber am to bhitschel tesoropetroleum com subject fw no truer words were ever spoken a man asked his wife what she ' d like for her birthday i ' d love to be six again she replied on the morning of her birthday he got her up bright and early and off they went to a local theme park what a day he put her on every ride in the park the death slide the screaming loop the wall of fear everything there was wow five hours later she staggered out of the theme park her head reeling and her stomach upside down right to a mcdonald ' s they went where he husband ordered a big mac for her along with extra fries and refreshing chocolate shake then it was off to a movie the latest star wars what a fabulous adventure finally she wobbled home with her husband and collapsed into bed he leaned over and lovingly asked well dear what is it like being six again one eye opened you idiot i meant my dress size the moral of this story is if a woman speaks and a man is there to hear her he will get it wrong anyway,SOCIAL_PERSONAL,null,88:96:LOCATION;126:133:PERSON;144:152:LOCATION;221:235:PERSON;259:282:EMAIL,
Ham,more information than you want forwarded by bob m hall na enron on escapenumber escapenumber escapenumber escapenumber escapenumber am from tommy yanowski enron enronxgate on escapenumber escapenumber escapenumber escapenumber escapenumber pm to dbsimpson aep com enron smtp enronxgate tyanows enron com smtp enronxgate cc dabanks aep com smtp enronxgate kdwissner aep com smtp enronxgate tjgoldstein aep com smtp enronxgate edward d gottlob hou ect ect bob m hall na enron enron sbjackson aep com enron smtp enronxgate cc subject re items requiring attention don i tried to call you when i had a minute to discuss your note i will respond to your questions in this email but we still need to talk asap if you call back and get my phonemail please call me on my cell phone at escapenumber escapenumber escapenumber original message from dbsimpson aep com enron mailto imceanotes dbsimpson escapenumber aep escapenumber ecom escapenumber enron enron com sent friday march escapenumber escapenumber escapenumber escapenumber am to tyanows enron com cc dabanks aep com kdwissner aep com tjgoldstein aep com subject items requiring attention tommy here are some items that we need some help from you to achieve it has always been my understanding that there would be a complete separate instance of all required tables to run hpl ' s business and as a result we would be able to run all required enron software to maintain our business independent of enron we have just been told that we will not have access to the customer tables to add new customers and that this must be accomplished through enron if this is true it is not acceptable could we please discuss yanowski tommy j in our original proposal when we offered up a long term service deal the fee structure covered us setting up a totally seperate environment for hpl aep it would take somewhere between escapenumber escapenumber mm in hardware to duplicate our environment for hpl you guys came back and said you just wanted something for an interim time period at a lower cost it was then that we offered letting you use our applications running on our boxes and on the same database most of our applications have enough application and database level security that we can keep enron ' s data seperate from hpl aep ' s there are two applications erms cpr where we felt it necessary to create a duplicate environment due to security concerns remember security cuts both ways and we don ' t want you looking at enron ' s data just as much as you don ' t want enron looking at yours never the less the hardware to run these two applications plus setting up the terminal server environment plus the resource time is costing us about escapenumber k hence the charge for set up costs there are three areas where enron and aep will be sharing data they are in the global reference data area global common codes your codes for mmbtu and us dollars will be the same as ours global facilities your access to pipeline meter numbers and drn numbers will be the same as ours all of this information is public knowledge and is provided to us via ihs energy who is the gisb certified provider of this information to the industry you will have the ability to update you own meter information global counterparties you will be sharing customer names and addresses such as those for settlements or statements with enron we can identify within the counterparty system who uses which address in that way we can filter the view to the business units so that they only see those customers that they deal with the process for hpl aep is the same that is used across enron our retail business units only see their customers and ena only see theirs the reason we only have one group updating this information is because if ees starts doing business with someone who is already a customer of ena then we wouldn ' t want to duplicate that customer information it helps us roll up total credit exposure across enron for a customer the people who update this information are seperate from the rest of the business units and are instructed not to share any customer information even though most of it is public knowledge if you look up that customer on the internet let me know in detail what your concern is the ena trading community will not know who your customers are and vice versa they will not know what addresses you use and vice versa there are only a few people across enron who can find out this information and they are enron net works employees who provide this service to all of enron as well as the escapenumber rd party customers we are providing it services for you will have a web interface to view your own customer information and to request updates or additions it looks like we will need access to dcaf in order to send out confirmations for physical contracts executed on behalf of hpl do you foresee any problems with this yanowski tommy j we can provide confirms for those spot and escapenumber day deals that hit sitara and dcaf ii all this is set up and is ready to go long term and financial deals for enron also flow into tagg and into erms it is from tagg that long term and financial confirmations are generated via dcaf i i had been told that you will not be using erms for forward risk and would be confirming deals out of zainet so we did not set up a seperate tagg and dcaf i environment to go with the seperate erms and cpr environment needed for intramonth valuation we need to talk about this asap i need to understand what if anything you will be confirming out of zainet if you want to change your mind this late in the game and let enron confirm everyting except for financial deals then i need to know asap so that we can begin scrambling to see if we can set this up in time we actually have put in code to block generating hpl aep confirms that now needs to be removed also i extended offers to ken ellerman and greg lind yesterday with a start date to be mutually determined and worked out between you and me yanowski tommy j thanks for letting me know have you communicated anything to dave stadnick i probably need to talk to him and let him know how much we need him but it would be nice for me to know what he is aware of before i meet with him kindest regards don,FINANCE_TRADING,null,42:55:PERSON;85:99:PERSON;146:162:EMAIL;166:183:EMAIL;188:203:EMAIL;208:224:EMAIL;229:249:EMAIL;250:273:PERSON;274:287:PERSON;288:303:EMAIL;547:550:PERSON;769:785:EMAIL;998:1014:EMAIL;1019:1034:EMAIL;1035:1051:EMAIL;1052:1072:EMAIL;1110:1115:PERSON;1258:1261:ORG;1323:1328:ORG;1381:1386:ORG;1550:1558:PERSON;1811:1814:ORG;1815:1818:ORG;1973:2076:ORG;2101:2106:ORG;2109:2112:ORG;2227:2232:ORG;2267:2272:ORG;2314:2319:ORG;2360:2365:ORG;2845:2848:ORG;2901:2912:ORG;3105:3108:ORG;3109:3112:ORG;3142:3147:ORG;3196:3199:ORG;3244:3247:ORG;3310:3313:ORG;3338:3341:ORG;3603:3606:ORG;3619:3624:ORG;3667:3682:ORG;3733:3738:ORG;4521:4524:ORG;4618:4622:SYSTEM_NAME;4809:4814:ORG;4841:4845:SYSTEM_NAME;4846:4852:SYSTEM_NAME;4979:4983:SYSTEM_NAME;4995:4999:SYSTEM_NAME;5028:5033:SYSTEM_NAME;5075:5080:SYSTEM_NAME;5117:5121:SYSTEM_NAME;5181:5187:SYSTEM_NAME;5301:5306:SYSTEM_NAME;5311:5317:SYSTEM_NAME;5357:5361:SYSTEM_NAME;5366:5369:SYSTEM_NAME;5494:5500:SYSTEM_NAME;5632:5638:SYSTEM_NAME;5679:5684:ORG;5783:5787:ORG;5788:5791:ORG;5905:5917:PERSON;5922:5931:PERSON;6021:6029:PERSON;6141:6154:PERSON;6265:6268:PERSON,
Ham,hi vince been meaning to ask for your input about larry thorpe ' s proprietary model for electricity returns i have not been able to get much information about the parameters as larry says the nature is proprietary it is hard to make a judgement about its usefulness without such information larry ' s e mails to me indicate that he is working on npl escapenumber real time prices and he promises to share the results with us please advise on direction to take as i am not quite sure about the model without further information separately larry indicated that you had promised him some data and would like to know if you have forwarded it to him i can convey your position to him thanks,FINANCE_TRADING,null,3:8:PERSON;51:63:PERSON;167:172:PERSON;311:316:PERSON;511:516:PERSON,
Ham,i will be out of the office on thursday and friday my pager may not reach me but i will be checking my voice mail please call george grant in my absence at ext escapenumber thanks pat get with me today if you need anything by the end of the week,HR_RECRUITING,null,117:129:PERSON;164:167:PERSON,
Ham,i have entered a one month deal in sitara deal escapenumber for referenced sale this delivery is subject to an external expense transport fee to entex see old deal sitara escapenumber for details fee to entex is escapenumber cents please someone enter this transport info into deal escapenumber as i don ' t know how what to do lee escapenumber escapenumber,FINANCE_TRADING,null,40:47:SYSTEM_NAME;48:60:ID;136:141:ORG;158:165:SYSTEM_NAME;166:178:ID;190:195:ORG;261:273:ID;302:305:PERSON,
Ham,hi vince i ' m sorry you weren ' t around in sydney this week you missed a very good book launch party that john martin organised here for us paul made a short speech in which he relayed some great comments which he said came from you thanks very much please find attached the next eprm article its not really tided up fully from our end yet but i wanted to send it off before the weekend in case you got chance to look at it because of the easter break robin is after it by thursday of next week best regards chris eprm escapenumber fwd curve simulation doc,SOCIAL_PERSONAL,null,3:8:PERSON;49:55:LOCATION;115:126:PERSON;143:147:PERSON;470:475:PERSON;523:528:PERSON;529:566:ATTACHMENT,
Ham,fyi i would like to meet with both of you to discuss same preferably after the escapenumber escapenumber meeting please let me know your thoughts regards ed original message from mcmichael jr ed sent friday october escapenumber escapenumber escapenumber escapenumber am to breslau craig lagrasta fred josey scott luce laura mrha jean redmond brian tycholiz barry vickers frank w subject gas structuring communication session agenda for escapenumber escapenumber meeting thanks againg for sharing your thoughts and opinions in our escapenumber escapenumber meeting in an effort to make our escapenumber escapenumber meeting as productive as possible i have put together an agenda attached for the monday afternoon meeting it would be most helpful if you could review the agenda prior to the meeting and come ready to discuss your thoughts related to the discussion items if the discussion items do not address your primary issues please let me know so i can either modify the agenda or include it in the next meeting if you have any questions plese ask regards ed,EXPENSE_ADMIN,null,122:124:PERSON;143:159:PERSON;215:228:PERSON;229:242:PERSON;243:254:PERSON;255:265:PERSON;266:275:PERSON;276:289:PERSON;290:305:PERSON;306:322:PERSON;972:974:PERSON,
Ham,eric i have a number of case studies on enron but not the one on sutton bridge i know that peter tufano was working on it but when i checked the hbs site and tried to purchase it i could not locate it when i talked to peter a few months ago he told me that the case study was ready and he was going through enron ' s internal approvals i cc mark palmer on it maybe he knows about this specific case study i wander if it was completed given sutton bridge developments vince eric gadd escapenumber escapenumber escapenumber escapenumber escapenumber am to vince j kaminski hou ect ect cc subject enron case studies vince where might i find copies of the case studies enron has published i ' m particularly interested in the sutton bridge publication for havard but would like to know if there is a library of case studies,HR_RECRUITING,null,0:4:PERSON;46:51:ORG;68:81:LOCATION;93:105:PERSON;133:136:ORG;214:219:PERSON;317:322:ORG;345:356:PERSON;443:456:LOCATION;463:468:PERSON;469:479:PERSON;519:534:PERSON;553:558:ORG;564:569:PERSON;604:609:ORG;666:679:LOCATION,
Ham,michelle lokay if you registered as a foursome please review the following to obtain your tee assignment for monday ' s tournament on the tpc course at the woodlands you should report directly to the tpc anytime after escapenumber escapenumber for lunch and registration shotgun tee time of escapenumber escapenumber p m remember the format is par as your friend also these pairings were made on a first come first served basis of the teams who registered as members of hea or nesa with full payment if you don ' t see your name you will be playing the oaks course escapenumber a billy shields rob henk tom mathiasmeier lester lipperdt escapenumber b charles neuberger john lewis perry lee johnson tom brown escapenumber a lee hanse buck guinn jody sumrall bruce boyd escapenumber b matt liner rob bond john wortham sam ansley escapenumber a keith sawyer paul drexelius pat banks neal stockham escapenumber b dan james ken ballard mike cobb poe reed escapenumber a ed troutman jeff ambrose ken perkins tristan mathews escapenumber b steve mcadory tom rinehart mike smith pat anderson escapenumber a darcy pach larry sanderson lee byassee pierce rice escapenumber b tim kingsmill greg harper bill whaley kelly adams escapenumber a mark cook steve lichty dave loe russell schneider escapenumber b linda roberts gary bryan dennis novosad greg hambrick escapenumber a corey grindal mike mcginnis preston troutman phil landers escapenumber b marty zolkoski bill harper mickey simmons ron kapavik escapenumber a darlene clark jack beckham roy cutsinger tom fritts escapenumber b stephen wolfe randy hairr mark hawkins kim norman escapenumber a bob foley bob dorcheus jerry pinto allan knopp escapenumber b darin aucoin kevin thompson tom van matre jim andritsos escapenumber a elizabeth roberts larry clayton mark darnell linda whatley escapenumber b ronnie sceroler henderson cosnahan bob withers ershel redd escapenumber a beau gervais matt rosser kevin holder alan cook escapenumber b charles steen mark steen rankin schurman jim lindsay escapenumber a john poe andy levine geoff beiermeister dennis henderson escapenumber b brett fishburn mark pyburn graham mccarrol dan burns escapenumber a doug ray laurie rutherford jerry vitek vicki taormina escapenumber b gary boening jeff gillespie bob ankersheil shane riley escapenumber a matt fleming paul tate bonnie briggs bill briggs escapenumber b mike wells randy parr ernie merkel cliff brundrett escapenumber a pete petracco matt kwak chris cater richard kelman escapenumber b clint stockman jerry brown sam charlton calvin johnson escapenumber a david smith doug davis david garza mike bucher escapenumber b ralph young curtis holtman lou marquez david bosse escapenumber a boyd cherry bill eiser gary booker patrick black escapenumber b jay davis robert epps david little sandy hobbs escapenumber a brad petrick ed fedorchak bert bonassin tim delay escapenumber b bob broxson jake woodall greg dodd steve becker this message was sent by teresa knight executive director houston energy association hea phone escapenumber escapenumber escapenumber fax for hea escapenumber escapenumber escapenumber tknight houstonenergy org if you would like to have your email address removed from our mailing list please click the link below to the hea home page where you will find a mini form to remove your name automatically http www houstonenergy org if you did not receive the attached file or it was corrupted you can find it at http www houstonenergy org public,SOCIAL_PERSONAL,null,0:14:PERSON;459:462:ORG;467:471:ORG;533:537:LOCATION;554:567:PERSON;568:576:PERSON;577:592:PERSON;593:609:PERSON;621:638:PERSON;639:649:PERSON;650:665:PERSON;666:675:PERSON;687:696:PERSON;697:707:PERSON;708:720:PERSON;721:732:PERSON;744:753:PERSON;754:762:PERSON;763:775:PERSON;776:787:PERSON;799:810:PERSON;811:826:PERSON;827:837:PERSON;838:851:PERSON;863:872:PERSON;873:884:PERSON;885:894:PERSON;895:904:PERSON;916:927:PERSON;928:940:PERSON;941:952:PERSON;953:968:PERSON;980:993:PERSON;994:1006:PERSON;1007:1017:PERSON;1018:1031:PERSON;1043:1053:PERSON;1054:1069:PERSON;1070:1083:PERSON;1084:1097:PERSON;1109:1124:PERSON;1125:1137:PERSON;1138:1152:PERSON;1153:1166:PERSON;1178:1191:PERSON;1192:1203:PERSON;1204:1220:PERSON;1221:1235:PERSON;1247:1258:PERSON;1259:1270:PERSON;1271:1286:PERSON;1287:1301:PERSON;1313:1326:PERSON;1327:1339:PERSON;1340:1354:PERSON;1355:1368:PERSON;1380:1391:PERSON;1392:1403:PERSON;1404:1416:PERSON;1417:1429:PERSON;1441:1453:PERSON;1454:1469:PERSON;1470:1481:PERSON;1482:1494:PERSON;1506:1518:PERSON;1519:1535:PERSON;1536:1554:PERSON;1555:1571:PERSON;1583:1598:PERSON;1599:1617:PERSON;1618:1631:PERSON;1632:1643:PERSON;1655:1666:PERSON;1667:1678:PERSON;1679:1690:PERSON;1691:1701:PERSON;1713:1728:PERSON;1729:1748:PERSON;1749:1760:PERSON;1761:1775:PERSON;1787:1799:PERSON;1800:1811:PERSON;1812:1823:PERSON;1824:1833:PERSON;1845:1856:PERSON;1857:1871:PERSON;1872:1883:PERSON;1884:1895:PERSON;1907:1921:PERSON;1922:1931:PERSON;1932:1944:PERSON;1945:1960:PERSON;1972:1983:PERSON;1984:1994:PERSON;1995:2006:PERSON;2007:2019:PERSON;2031:2042:PERSON;2043:2050:PERSON;2051:2067:PERSON;2068:2079:PERSON;2091:2102:PERSON;2103:2113:PERSON;2114:2123:PERSON;2124:2137:PERSON;2149:2160:PERSON;2161:2174:PERSON;2175:2189:PERSON;2190:2199:PERSON;2211:2224:PERSON;2225:2234:PERSON;2235:2245:PERSON;2246:2259:PERSON;2271:2284:PERSON;2285:2300:PERSON;2301:2314:PERSON;2315:2324:PERSON;2336:2347:PERSON;2348:2358:PERSON;2359:2371:PERSON;2372:2384:PERSON;2431:2444:PERSON;2465:2493:ORG;2494:2497:ORG;2529:2532:ORG;2568:2590:EMAIL;2697:2700:ORG;2788:2816:URL;2883:2911:URL,
Ham,barbara yes i would like to renew the subscription thanks for the reminder vince barbara lee enron escapenumber escapenumber escapenumber escapenumber escapenumber pm to vince j kaminski hou ect ect cc subject subscription renewal esource august escapenumber escapenumber dear vince this is to inform you that your subscription to operational risk is up for renewal if you would like to renew please let me know and i will take care of it the price for this publication escapenumber year escapenumber escapenumber escapenumber years escapenumber years if you should have any questions please do not hesitate to call me at ext escapenumber escapenumber thank you for using esource sincerely barbara,HR_RECRUITING,null,0:7:PERSON;66:71:PERSON;72:83:PERSON;84:89:ORG;121:136:PERSON;156:161:PERSON;669:676:PERSON,
Ham,i work with john ambler in apachi pr and have been assisting vince with efforts on the energy derivatives book which lacima consultants is publishing and to which vince is contributing a chapter attached is the draft contract agreement which requires your legal review and approval could you kindly look it over and let me know your comments when we have your approval we will send lacima a copy for their signature after which vince will sign the document we will ensure that your office has a copy for your records if you wish to speak to me please do not hesitate to call me at ext escapenumber thank you for your kind assistance habiba,HR_RECRUITING,null,13:24:PERSON;28:38:ORG;64:69:PERSON;117:135:ORG;166:171:PERSON;391:397:ORG;430:435:PERSON;643:649:PERSON,
Ham,according to measurement there is flow of escapenumber escapenumber in escapenumber escapenumber however there is nothing to indicate this is gas that was received on hpl in oss i checked mips and there is a measurement statement that supports the flow rate of escapenumber escapenumber mmbtu daren is there a deal in cpr which may not have fed over to oss thanks stella,FINANCE_TRADING,null,128:131:ORG;135:138:SYSTEM_NAME;151:155:SYSTEM_NAME;260:265:PERSON;281:284:SYSTEM_NAME;313:316:SYSTEM_NAME;324:330:PERSON,
Ham,there may be a business opportunity with this company but i would not advise making an investment kevin garland richard reichardt escapenumber escapenumber escapenumber escapenumber escapenumber pm to mike mcconnell hou ect ect cc larry lawyer enron communications enron communications tom gros enron communications enron communications vince j kaminski hou ect ect kevin garland enron communications enron communications richard dimichele enron communications enron communications ken rice enron communications enron communications subject seismic data on oil gas field development via satellite mike using nasa satellite transmission of maritime data and establishing a houston data center to consolidate and centrally process escapenumber d seismic data surveys for oil and gas extraction exploration and development could save the petroleum industry more than escapenumber million dollars annually through reduced operational expenses added value in shortening the time to process and deliver the finished surveys should generate more than escapenumber million per site based upon escapenumber barrel for average oil well production to market escapenumber days sooner in revenue by re selling this data to market analysts or by internally using this data for forecasting future oil gas production enron could increase the accuracy of forecasting reserves and production capabilities globally by holding the data as exclusive or partially exclusive enron would have a significant market advantage in futures pricing for oil and gas vince ' s team is quantifying the valuation of this information attached please find an updated version of the business case for seismic data transfer via satellite by a geophysicist at spacedata william k aylor calculated using escapenumber barrel oil based upon your availability jon adler and i would like to make a presentation to you or your designated representative on the enron potential of this opportunity sometime next week escapenumber escapenumber october sdt business case escapenumber pdf v r richard reichardt enron broadband services escapenumber escapenumber escapenumber office escapenumber escapenumber escapenumber mobile escapenumber smith street suite eb escapenumber houston texas escapenumber,FINANCE_TRADING,null,92:105:PERSON;106:123:PERSON;154:168:PERSON;183:194:PERSON;195:219:ORG;220:244:ORG;245:254:PERSON;255:279:ORG;280:304:ORG;305:322:PERSON;323:347:ORG;348:372:ORG;373:391:PERSON;392:416:ORG;417:441:ORG;442:450:PERSON;451:475:ORG;476:500:ORG;556:560:PERSON;567:571:ORG;609:616:LOCATION;1287:1292:ORG;1448:1453:ORG;1696:1705:ORG;1706:1720:PERSON;1799:1808:PERSON;1915:1920:ORG;1998:2016:PERSON;2017:2043:ORG;2086:2095:PHONE;2109:2118:PHONE;2119:2153:LOCATION;2154:2161:LOCATION,
Ham,hi daren bryan hull gave me your name a customer was interested in trading intrastate gas and bryan had informed me that our exxon katy location is intrastate i was wondering if you would be interested in changing the long description on eol for this location to include the phrase intrastate gas so that any customers that are interested would be able to see that if this is okay with you i will forward it on to our product development team thanks kara kara boudreau lauer enrononline marketing escapenumber escapenumber escapenumber kara lauer enron com,FINANCE_TRADING,null,3:8:PERSON;9:19:PERSON;111:116:PERSON;176:186:ORG;247:250:SYSTEM_NAME;443:447:PERSON;448:467:PERSON;468:479:ORG;507:528:EMAIL,
